((' ', ' ', 'x', 'o', 'x', ' ', 'x', 'o', ' '), ('l', 0, ((' ', ' ', 'x', 'o', 'x', ' ', ' ', 'o', ' '), (' ', ' ', ' ', 'o', 'x', ' ', 'x', 'o', ' '), (' ', ' ', 'x', 'o', ' ', ' ', 'x', 'o', ' '))))
((' ', ' ', ' ', 'x', 'o', 'x', ' ', ' ', 'o'), ('w', 1000, ((' ', ' ', ' ', 'x', ' ', 'x', ' ', ' ', 'o'), (' ', ' ', ' ', 'x', 'o', 'x', ' ', ' ', ' '))))
((' ', 'x', 'o', ' ', ' ', 'x', 'o', 'o', 'x'), ('w', 1000, ((' ', 'x', 'o', ' ', ' ', 'x', ' ', 'o', 'x'), (' ', 'x', ' ', ' ', ' ', 'x', 'o', 'o', 'x'), (' ', 'x', 'o', ' ', ' ', 'x', 'o', ' ', 'x'))))
((' ', 'o', 'x', 'o', ' ', 'o', 'x', 'x', ' '), ('w', 1000, ((' ', ' ', 'x', 'o', ' ', 'o', 'x', 'x', ' '), (' ', 'o', 'x', ' ', ' ', 'o', 'x', 'x', ' '), (' ', 'o', 'x', 'o', ' ', ' ', 'x', 'x', ' '))))
(('o', 'x', ' ', 'x', 'o', 'o', 'x', ' ', ' '), ('t', 1000, (('o', 'x', ' ', 'x', ' ', 'o', 'x', ' ', ' '), (' ', 'x', ' ', 'x', 'o', 'o', 'x', ' ', ' '), ('o', 'x', ' ', 'x', 'o', ' ', 'x', ' ', ' '))))
(('x', 'o', 'x', ' ', ' ', 'o', 'x', 'o', 'x'), ('w', 1000, (('x', 'o', 'x', ' ', ' ', 'o', ' ', 'o', 'x'), ('x', 'o', ' ', ' ', ' ', 'o', 'x', 'o', 'x'), ('x', 'o', 'x', ' ', ' ', 'o', 'x', 'o', ' '), (' ', 'o', 'x', ' ', ' ', 'o', 'x', 'o', 'x'))))
(('o', 'o', ' ', 'x', 'o', ' ', 'x', 'x', ' '), ('w', 1000, (('o', 'o', ' ', 'x', ' ', ' ', 'x', 'x', ' '), ('o', ' ', ' ', 'x', 'o', ' ', 'x', 'x', ' '), (' ', 'o', ' ', 'x', 'o', ' ', 'x', 'x', ' '))))
(('o', ' ', ' ', ' ', 'x', ' ', ' ', 'o', 'x'), ('w', 1000, (('o', ' ', ' ', ' ', 'x', ' ', ' ', ' ', 'x'), (' ', ' ', ' ', ' ', 'x', ' ', ' ', 'o', 'x'))))
(('o', ' ', ' ', 'x', ' ', 'x', 'o', 'x', 'o'), ('w', 1000, ((' ', ' ', ' ', 'x', ' ', 'x', 'o', 'x', 'o'), ('o', ' ', ' ', 'x', ' ', 'x', ' ', 'x', 'o'), ('o', ' ', ' ', 'x', ' ', 'x', 'o', 'x', ' '))))
((' ', ' ', 'o', 'x', 'o', ' ', ' ', 'x', 'x'), ('w', 1000, ((' ', ' ', 'o', 'x', 'o', ' ', ' ', ' ', 'x'), (' ', ' ', 'o', 'x', 'o', ' ', ' ', 'x', ' '), (' ', ' ', 'o', ' ', 'o', ' ', ' ', 'x', 'x'))))
((' ', ' ', 'o', ' ', 'x', ' ', 'x', 'o', ' '), ('w', 1000, ((' ', ' ', ' ', ' ', 'x', ' ', 'x', 'o', ' '), (' ', ' ', 'o', ' ', 'x', ' ', 'x', ' ', ' '))))
(('o', 'x', 'x', ' ', ' ', ' ', 'o', 'o', 'x'), ('w', 1000, (('o', 'x', 'x', ' ', ' ', ' ', 'o', ' ', 'x'), ('o', 'x', 'x', ' ', ' ', ' ', ' ', 'o', 'x'), (' ', 'x', 'x', ' ', ' ', ' ', 'o', 'o', 'x'))))
(('o', ' ', 'o', 'x', 'x', ' ', ' ', 'x', 'o'), ('w', 1000, (('o', ' ', 'o', 'x', 'x', ' ', ' ', 'x', ' '), ('o', ' ', ' ', 'x', 'x', ' ', ' ', 'x', 'o'), (' ', ' ', 'o', 'x', 'x', ' ', ' ', 'x', 'o'))))
((' ', 'x', ' ', 'x', 'o', ' ', ' ', ' ', 'o'), ('w', 1000, ((' ', 'x', ' ', 'x', 'o', ' ', ' ', ' ', ' '), (' ', 'x', ' ', 'x', ' ', ' ', ' ', ' ', 'o'))))
((' ', 'o', 'x', ' ', 'o', 'o', ' ', 'x', 'x'), ('w', 1000, ((' ', 'o', 'x', ' ', 'o', ' ', ' ', 'x', 'x'), (' ', ' ', 'x', ' ', 'o', 'o', ' ', 'x', 'x'), (' ', 'o', 'x', ' ', ' ', 'o', ' ', 'x', 'x'))))
(('x', ' ', ' ', ' ', ' ', 'o', ' ', ' ', 'x'), ('w', 1000, ((' ', ' ', ' ', ' ', ' ', 'o', ' ', ' ', 'x'), ('x', ' ', ' ', ' ', ' ', 'o', ' ', ' ', ' '))))
(('x', 'x', 'o', ' ', 'o', ' ', 'x', ' ', 'o'), ('w', 1000, (('x', 'x', 'o', ' ', ' ', ' ', 'x', ' ', 'o'), ('x', 'x', 'o', ' ', 'o', ' ', 'x', ' ', ' '), ('x', 'x', ' ', ' ', 'o', ' ', 'x', ' ', 'o'))))
(('o', 'x', 'o', 'x', 'x', ' ', ' ', 'o', ' '), ('w', 1000, (('o', 'x', 'o', 'x', 'x', ' ', ' ', ' ', ' '), (' ', 'x', 'o', 'x', 'x', ' ', ' ', 'o', ' '), ('o', 'x', ' ', 'x', 'x', ' ', ' ', 'o', ' '))))
(('o', ' ', ' ', ' ', ' ', 'x', 'o', 'x', ' '), ('w', 1000, (('o', ' ', ' ', ' ', ' ', 'x', ' ', 'x', ' '), (' ', ' ', ' ', ' ', ' ', 'x', 'o', 'x', ' '))))
((' ', 'o', 'x', 'o', ' ', 'x', 'x', ' ', 'o'), ('w', 1000, ((' ', 'o', 'x', ' ', ' ', 'x', 'x', ' ', 'o'), (' ', 'o', 'x', 'o', ' ', 'x', 'x', ' ', ' '), (' ', ' ', 'x', 'o', ' ', 'x', 'x', ' ', 'o'))))
((' ', ' ', ' ', ' ', ' ', ' ', ' ', 'x', 'o'), ('w', 1000, ((' ', ' ', ' ', ' ', ' ', ' ', ' ', 'x', ' '),)))
((' ', 'o', 'x', ' ', ' ', ' ', 'o', 'x', ' '), ('w', 1000, ((' ', ' ', 'x', ' ', ' ', ' ', 'o', 'x', ' '), (' ', 'o', 'x', ' ', ' ', ' ', ' ', 'x', ' '))))
((' ', ' ', 'o', 'o', 'x', ' ', 'x', 'o', 'x'), ('w', 1000, ((' ', ' ', 'o', ' ', 'x', ' ', 'x', 'o', 'x'), (' ', ' ', 'o', 'o', 'x', ' ', 'x', ' ', 'x'), (' ', ' ', ' ', 'o', 'x', ' ', 'x', 'o', 'x'))))
(('o', 'x', ' ', 'o', ' ', ' ', 'x', 'x', 'o'), ('w', 1000, (('o', 'x', ' ', ' ', ' ', ' ', 'x', 'x', 'o'), ('o', 'x', ' ', 'o', ' ', ' ', 'x', 'x', ' '), (' ', 'x', ' ', 'o', ' ', ' ', 'x', 'x', 'o'))))
((' ', ' ', 'x', 'o', ' ', 'o', 'x', ' ', ' '), ('w', 1000, ((' ', ' ', 'x', ' ', ' ', 'o', 'x', ' ', ' '), (' ', ' ', 'x', 'o', ' ', ' ', 'x', ' ', ' '))))
(('o', ' ', 'o', 'x', 'o', ' ', 'x', 'x', ' '), ('w', 1000, (('o', ' ', 'o', 'x', ' ', ' ', 'x', 'x', ' '), (' ', ' ', 'o', 'x', 'o', ' ', 'x', 'x', ' '), ('o', ' ', ' ', 'x', 'o', ' ', 'x', 'x', ' '))))
((' ', 'o', ' ', 'x', 'x', 'o', 'o', 'x', 'x'), ('t', 1000, ((' ', 'o', ' ', ' ', 'x', 'o', 'o', 'x', 'x'), (' ', 'o', ' ', 'x', 'x', 'o', 'o', ' ', 'x'), (' ', 'o', ' ', 'x', ' ', 'o', 'o', 'x', 'x'), (' ', 'o', ' ', 'x', 'x', 'o', 'o', 'x', ' '))))
(('x', 'o', ' ', 'x', 'o', 'o', ' ', ' ', 'x'), ('w', 1000, (('x', ' ', ' ', 'x', 'o', 'o', ' ', ' ', 'x'), ('x', 'o', ' ', 'x', 'o', ' ', ' ', ' ', 'x'), ('x', 'o', ' ', 'x', ' ', 'o', ' ', ' ', 'x'))))
((' ', 'x', ' ', 'x', 'o', ' ', 'x', ' ', 'o'), ('w', 1000, ((' ', 'x', ' ', 'x', 'o', ' ', ' ', ' ', 'o'), (' ', 'x', ' ', ' ', 'o', ' ', 'x', ' ', 'o'), (' ', ' ', ' ', 'x', 'o', ' ', 'x', ' ', 'o'))))
((' ', ' ', ' ', 'o', 'x', 'x', 'x', 'o', 'o'), ('w', 1000, ((' ', ' ', ' ', 'o', 'x', 'x', 'x', ' ', 'o'), (' ', ' ', ' ', 'o', 'x', 'x', 'x', 'o', ' '), (' ', ' ', ' ', ' ', 'x', 'x', 'x', 'o', 'o'))))
(('x', 'o', 'o', ' ', 'x', 'x', 'x', ' ', 'o'), ('t', 1000, (('x', 'o', 'o', ' ', 'x', 'x', ' ', ' ', 'o'), ('x', 'o', 'o', ' ', ' ', 'x', 'x', ' ', 'o'), ('x', 'o', 'o', ' ', 'x', ' ', 'x', ' ', 'o'), (' ', 'o', 'o', ' ', 'x', 'x', 'x', ' ', 'o'))))
(('o', ' ', 'x', 'x', 'x', ' ', 'o', ' ', ' '), ('t', 1000, (('o', ' ', 'x', ' ', 'x', ' ', 'o', ' ', ' '), ('o', ' ', ' ', 'x', 'x', ' ', 'o', ' ', ' '), ('o', ' ', 'x', 'x', ' ', ' ', 'o', ' ', ' '))))
(('o', ' ', 'x', ' ', 'o', 'o', 'x', ' ', 'x'), ('w', 1000, ((' ', ' ', 'x', ' ', 'o', 'o', 'x', ' ', 'x'), ('o', ' ', 'x', ' ', 'o', ' ', 'x', ' ', 'x'), ('o', ' ', 'x', ' ', ' ', 'o', 'x', ' ', 'x'))))
(('x', 'x', 'o', 'o', ' ', ' ', ' ', ' ', ' '), ('w', 1000, (('x', 'x', ' ', 'o', ' ', ' ', ' ', ' ', ' '), ('x', 'x', 'o', ' ', ' ', ' ', ' ', ' ', ' '))))
(('o', ' ', 'x', ' ', 'o', ' ', 'o', 'x', 'x'), ('w', 1000, ((' ', ' ', 'x', ' ', 'o', ' ', 'o', 'x', 'x'), ('o', ' ', 'x', ' ', ' ', ' ', 'o', 'x', 'x'), ('o', ' ', 'x', ' ', 'o', ' ', ' ', 'x', 'x'))))
((' ', 'o', ' ', ' ', 'x', ' ', 'x', 'x', 'o'), ('w', 1000, ((' ', 'o', ' ', ' ', ' ', ' ', 'x', 'x', 'o'), (' ', 'o', ' ', ' ', 'x', ' ', ' ', 'x', 'o'), (' ', 'o', ' ', ' ', 'x', ' ', 'x', ' ', 'o'))))
(('x', ' ', 'o', ' ', 'o', 'x', 'x', 'o', ' '), ('w', 1000, (('x', ' ', 'o', ' ', ' ', 'x', 'x', 'o', ' '), ('x', ' ', ' ', ' ', 'o', 'x', 'x', 'o', ' '), ('x', ' ', 'o', ' ', 'o', 'x', 'x', ' ', ' '))))
((' ', 'x', 'o', 'o', 'x', ' ', 'x', ' ', 'o'), ('w', 1000, ((' ', 'x', 'o', ' ', 'x', ' ', 'x', ' ', 'o'), (' ', 'x', ' ', 'o', 'x', ' ', 'x', ' ', 'o'), (' ', 'x', 'o', 'o', 'x', ' ', 'x', ' ', ' '))))
((' ', ' ', 'o', 'x', ' ', 'o', 'x', 'x', ' '), ('w', 1000, ((' ', ' ', 'o', ' ', ' ', 'o', 'x', 'x', ' '), (' ', ' ', 'o', 'x', ' ', 'o', 'x', ' ', ' '), (' ', ' ', 'o', 'x', ' ', 'o', ' ', 'x', ' '))))
(('x', ' ', ' ', 'x', 'o', ' ', 'o', 'x', 'o'), ('t', 1000, (('x', ' ', ' ', 'x', ' ', ' ', 'o', 'x', 'o'), ('x', ' ', ' ', 'x', 'o', ' ', ' ', 'x', 'o'), ('x', ' ', ' ', 'x', 'o', ' ', 'o', 'x', ' '))))
(('x', 'o', 'x', ' ', 'o', ' ', 'x', ' ', 'o'), ('w', 1000, (('x', 'o', 'x', ' ', 'o', ' ', 'x', ' ', ' '), ('x', ' ', 'x', ' ', 'o', ' ', 'x', ' ', 'o'), ('x', 'o', 'x', ' ', ' ', ' ', 'x', ' ', 'o'))))
(('x', 'x', 'o', 'o', 'o', 'x', ' ', 'x', ' '), ('w', 1000, (('x', 'x', 'o', 'o', 'o', ' ', ' ', 'x', ' '), ('x', ' ', 'o', 'o', 'o', 'x', ' ', 'x', ' '), ('x', 'x', 'o', 'o', 'o', 'x', ' ', ' ', ' '), (' ', 'x', 'o', 'o', 'o', 'x', ' ', 'x', ' '))))
((' ', ' ', 'x', 'o', 'o', 'x', 'x', ' ', 'o'), ('t', 1000, ((' ', ' ', 'x', ' ', 'o', 'x', 'x', ' ', 'o'), (' ', ' ', 'x', 'o', 'o', 'x', 'x', ' ', ' '), (' ', ' ', 'x', 'o', ' ', 'x', 'x', ' ', 'o'))))
(('x', 'o', ' ', ' ', 'o', ' ', 'x', ' ', 'x'), ('w', 1000, (('x', 'o', ' ', ' ', 'o', ' ', ' ', ' ', 'x'), ('x', 'o', ' ', ' ', 'o', ' ', 'x', ' ', ' '), (' ', 'o', ' ', ' ', 'o', ' ', 'x', ' ', 'x'))))
((' ', 'x', 'o', 'o', ' ', ' ', 'x', ' ', ' '), ('w', 1000, ((' ', 'x', ' ', 'o', ' ', ' ', 'x', ' ', ' '), (' ', 'x', 'o', ' ', ' ', ' ', 'x', ' ', ' '))))
((' ', ' ', ' ', 'o', 'o', 'x', 'x', 'x', ' '), ('w', 1000, ((' ', ' ', ' ', 'o', 'o', 'x', ' ', 'x', ' '), (' ', ' ', ' ', 'o', 'o', 'x', 'x', ' ', ' '), (' ', ' ', ' ', 'o', 'o', ' ', 'x', 'x', ' '))))
((' ', 'o', 'x', ' ', 'x', ' ', 'o', ' ', ' '), ('w', 1000, ((' ', 'o', 'x', ' ', 'x', ' ', ' ', ' ', ' '), (' ', ' ', 'x', ' ', 'x', ' ', 'o', ' ', ' '))))
(('o', 'o', 'x', ' ', ' ', ' ', 'x', 'x', 'o'), ('w', 1000, ((' ', 'o', 'x', ' ', ' ', ' ', 'x', 'x', 'o'), ('o', 'o', 'x', ' ', ' ', ' ', 'x', 'x', ' '), ('o', ' ', 'x', ' ', ' ', ' ', 'x', 'x', 'o'))))
(('x', ' ', 'o', ' ', 'x', 'o', 'o', 'x', ' '), ('w', 1000, (('x', ' ', 'o', ' ', 'x', ' ', 'o', 'x', ' '), ('x', ' ', 'o', ' ', 'x', 'o', ' ', 'x', ' '), ('x', ' ', ' ', ' ', 'x', 'o', 'o', 'x', ' '))))
((' ', 'x', ' ', 'x', ' ', ' ', 'x', 'o', 'o'), ('w', 1000, ((' ', 'x', ' ', ' ', ' ', ' ', 'x', 'o', 'o'), (' ', 'x', ' ', 'x', ' ', ' ', ' ', 'o', 'o'), (' ', ' ', ' ', 'x', ' ', ' ', 'x', 'o', 'o'))))
((' ', 'o', ' ', ' ', 'x', ' ', ' ', 'x', ' '), ('w', 1000, ((' ', 'o', ' ', ' ', 'x', ' ', ' ', ' ', ' '), (' ', 'o', ' ', ' ', ' ', ' ', ' ', 'x', ' '))))
(('o', ' ', 'x', 'x', ' ', 'x', ' ', 'o', 'o'), ('w', 1000, ((' ', ' ', 'x', 'x', ' ', 'x', ' ', 'o', 'o'), ('o', ' ', 'x', 'x', ' ', 'x', ' ', ' ', 'o'), ('o', ' ', 'x', 'x', ' ', 'x', ' ', 'o', ' '))))
((' ', 'o', ' ', ' ', 'o', 'x', ' ', 'x', ' '), ('w', 1000, ((' ', 'o', ' ', ' ', ' ', 'x', ' ', 'x', ' '), (' ', ' ', ' ', ' ', 'o', 'x', ' ', 'x', ' '))))
((' ', 'x', 'o', 'x', ' ', ' ', 'x', 'o', ' '), ('t', 1000, ((' ', 'x', 'o', ' ', ' ', ' ', 'x', 'o', ' '), (' ', ' ', 'o', 'x', ' ', ' ', 'x', 'o', ' '), (' ', 'x', 'o', 'x', ' ', ' ', ' ', 'o', ' '))))
(('o', ' ', 'x', 'o', 'o', ' ', 'x', 'x', ' '), ('w', 1000, (('o', ' ', 'x', ' ', 'o', ' ', 'x', 'x', ' '), (' ', ' ', 'x', 'o', 'o', ' ', 'x', 'x', ' '), ('o', ' ', 'x', 'o', ' ', ' ', 'x', 'x', ' '))))
((' ', ' ', 'x', 'o', 'o', 'x', 'x', 'x', 'o'), ('w', 1000, ((' ', ' ', ' ', 'o', 'o', 'x', 'x', 'x', 'o'), (' ', ' ', 'x', 'o', 'o', ' ', 'x', 'x', 'o'), (' ', ' ', 'x', 'o', 'o', 'x', 'x', ' ', 'o'), (' ', ' ', 'x', 'o', 'o', 'x', ' ', 'x', 'o'))))
(('x', ' ', 'x', 'x', 'o', ' ', 'o', 'o', ' '), ('w', 1000, (('x', ' ', 'x', 'x', 'o', ' ', 'o', ' ', ' '), ('x', ' ', 'x', 'x', ' ', ' ', 'o', 'o', ' '), ('x', ' ', 'x', 'x', 'o', ' ', ' ', 'o', ' '))))
((' ', ' ', ' ', 'o', 'x', 'x', 'o', 'o', 'x'), ('w', 1000, ((' ', ' ', ' ', ' ', 'x', 'x', 'o', 'o', 'x'), (' ', ' ', ' ', 'o', 'x', 'x', ' ', 'o', 'x'), (' ', ' ', ' ', 'o', 'x', 'x', 'o', ' ', 'x'))))
(('o', 'x', ' ', 'o', 'o', 'x', 'x', ' ', ' '), ('w', 1000, (('o', 'x', ' ', 'o', ' ', 'x', 'x', ' ', ' '), (' ', 'x', ' ', 'o', 'o', 'x', 'x', ' ', ' '), ('o', 'x', ' ', ' ', 'o', 'x', 'x', ' ', ' '))))
(('o', 'o', 'x', ' ', 'o', 'x', 'x', ' ', ' '), ('w', 1000, (('o', 'o', 'x', ' ', ' ', 'x', 'x', ' ', ' '), ('o', ' ', 'x', ' ', 'o', 'x', 'x', ' ', ' '), (' ', 'o', 'x', ' ', 'o', 'x', 'x', ' ', ' '))))
(('o', 'x', ' ', ' ', ' ', 'x', ' ', 'x', 'o'), ('w', 1000, (('o', 'x', ' ', ' ', ' ', 'x', ' ', ' ', 'o'), ('o', ' ', ' ', ' ', ' ', 'x', ' ', 'x', 'o'), ('o', 'x', ' ', ' ', ' ', ' ', ' ', 'x', 'o'))))
(('x', ' ', 'x', 'x', 'o', ' ', 'o', 'o', 'x'), ('w', 1000, (('x', ' ', ' ', 'x', 'o', ' ', 'o', 'o', 'x'), ('x', ' ', 'x', 'x', 'o', ' ', 'o', 'o', ' '), ('x', ' ', 'x', ' ', 'o', ' ', 'o', 'o', 'x'), (' ', ' ', 'x', 'x', 'o', ' ', 'o', 'o', 'x'))))
(('o', ' ', 'o', 'x', ' ', ' ', 'x', ' ', 'x'), ('w', 1000, (('o', ' ', 'o', ' ', ' ', ' ', 'x', ' ', 'x'), ('o', ' ', 'o', 'x', ' ', ' ', ' ', ' ', 'x'), ('o', ' ', 'o', 'x', ' ', ' ', 'x', ' ', ' '))))
((' ', ' ', 'o', 'x', ' ', ' ', ' ', 'x', ' '), ('w', 1000, ((' ', ' ', 'o', ' ', ' ', ' ', ' ', 'x', ' '), (' ', ' ', 'o', 'x', ' ', ' ', ' ', ' ', ' '))))
(('x', ' ', ' ', ' ', ' ', 'x', 'o', ' ', ' '), ('w', 1000, (('x', ' ', ' ', ' ', ' ', ' ', 'o', ' ', ' '), (' ', ' ', ' ', ' ', ' ', 'x', 'o', ' ', ' '))))
(('o', ' ', 'o', 'o', 'x', 'x', 'x', ' ', 'x'), ('w', 1000, (('o', ' ', 'o', 'o', 'x', 'x', 'x', ' ', ' '), ('o', ' ', 'o', 'o', ' ', 'x', 'x', ' ', 'x'), ('o', ' ', 'o', 'o', 'x', ' ', 'x', ' ', 'x'), ('o', ' ', 'o', 'o', 'x', 'x', ' ', ' ', 'x'))))
(('o', 'x', 'x', 'o', 'x', ' ', ' ', ' ', ' '), ('w', 1000, (('o', ' ', 'x', 'o', 'x', ' ', ' ', ' ', ' '), ('o', 'x', ' ', 'o', 'x', ' ', ' ', ' ', ' '), ('o', 'x', 'x', 'o', ' ', ' ', ' ', ' ', ' '))))
(('x', ' ', 'x', ' ', 'x', 'o', 'o', 'x', 'o'), ('t', 1000, (('x', ' ', 'x', ' ', 'x', 'o', 'o', ' ', 'o'), (' ', ' ', 'x', ' ', 'x', 'o', 'o', 'x', 'o'), ('x', ' ', ' ', ' ', 'x', 'o', 'o', 'x', 'o'), ('x', ' ', 'x', ' ', ' ', 'o', 'o', 'x', 'o'))))
(('o', 'x', 'o', 'x', ' ', 'x', ' ', 'o', ' '), ('w', 1000, (('o', 'x', ' ', 'x', ' ', 'x', ' ', 'o', ' '), ('o', 'x', 'o', 'x', ' ', 'x', ' ', ' ', ' '), (' ', 'x', 'o', 'x', ' ', 'x', ' ', 'o', ' '))))
((' ', ' ', 'o', 'x', 'o', 'x', 'x', ' ', 'o'), ('w', 1000, ((' ', ' ', 'o', 'x', ' ', 'x', 'x', ' ', 'o'), (' ', ' ', 'o', 'x', 'o', 'x', 'x', ' ', ' '), (' ', ' ', ' ', 'x', 'o', 'x', 'x', ' ', 'o'))))
(('o', ' ', 'x', ' ', 'x', 'x', ' ', 'o', 'o'), ('w', 1000, (('o', ' ', 'x', ' ', 'x', 'x', ' ', 'o', ' '), (' ', ' ', 'x', ' ', 'x', 'x', ' ', 'o', 'o'), ('o', ' ', 'x', ' ', 'x', 'x', ' ', ' ', 'o'))))
(('x', 'o', 'x', 'x', ' ', 'o', ' ', 'o', 'x'), ('w', 1000, (('x', 'o', 'x', ' ', ' ', 'o', ' ', 'o', 'x'), ('x', 'o', 'x', 'x', ' ', 'o', ' ', 'o', ' '), ('x', 'o', ' ', 'x', ' ', 'o', ' ', 'o', 'x'), (' ', 'o', 'x', 'x', ' ', 'o', ' ', 'o', 'x'))))
(('o', 'x', ' ', 'o', 'o', 'x', ' ', 'x', 'x'), ('w', 1000, (('o', 'x', ' ', 'o', 'o', ' ', ' ', 'x', 'x'), ('o', ' ', ' ', 'o', 'o', 'x', ' ', 'x', 'x'), ('o', 'x', ' ', 'o', 'o', 'x', ' ', ' ', 'x'), ('o', 'x', ' ', 'o', 'o', 'x', ' ', 'x', ' '))))
(('x', ' ', 'o', ' ', ' ', 'x', ' ', 'o', 'x'), ('w', 1000, (('x', ' ', 'o', ' ', ' ', 'x', ' ', 'o', ' '), ('x', ' ', 'o', ' ', ' ', ' ', ' ', 'o', 'x'), (' ', ' ', 'o', ' ', ' ', 'x', ' ', 'o', 'x'))))
(('x', 'o', ' ', ' ', 'o', ' ', ' ', ' ', 'x'), ('w', 1000, (('x', 'o', ' ', ' ', ' ', ' ', ' ', ' ', 'x'), ('x', ' ', ' ', ' ', 'o', ' ', ' ', ' ', 'x'))))
(('x', ' ', 'o', 'x', 'o', ' ', ' ', 'x', 'o'), ('w', 1000, (('x', ' ', ' ', 'x', 'o', ' ', ' ', 'x', 'o'), ('x', ' ', 'o', 'x', ' ', ' ', ' ', 'x', 'o'), ('x', ' ', 'o', 'x', 'o', ' ', ' ', 'x', ' '))))
((' ', 'x', ' ', 'x', ' ', ' ', 'o', ' ', 'o'), ('w', 1000, ((' ', 'x', ' ', 'x', ' ', ' ', 'o', ' ', ' '), (' ', 'x', ' ', 'x', ' ', ' ', ' ', ' ', 'o'))))
(('x', ' ', 'o', ' ', ' ', 'x', ' ', 'o', ' '), ('w', 1000, (('x', ' ', 'o', ' ', ' ', 'x', ' ', ' ', ' '), ('x', ' ', ' ', ' ', ' ', 'x', ' ', 'o', ' '))))
((' ', 'o', ' ', 'x', ' ', ' ', 'o', 'x', ' '), ('w', 1000, ((' ', ' ', ' ', 'x', ' ', ' ', 'o', 'x', ' '), (' ', 'o', ' ', 'x', ' ', ' ', ' ', 'x', ' '))))
((' ', ' ', 'x', ' ', 'o', 'o', 'x', ' ', ' '), ('w', 1000, ((' ', ' ', 'x', ' ', ' ', 'o', 'x', ' ', ' '), (' ', ' ', 'x', ' ', 'o', ' ', 'x', ' ', ' '))))
(('x', ' ', 'o', 'o', ' ', ' ', 'x', ' ', ' '), ('w', 1000, (('x', ' ', ' ', 'o', ' ', ' ', 'x', ' ', ' '), ('x', ' ', 'o', ' ', ' ', ' ', 'x', ' ', ' '))))
(('o', 'x', ' ', 'o', ' ', 'x', 'x', 'o', ' '), ('w', 1000, ((' ', 'x', ' ', 'o', ' ', 'x', 'x', 'o', ' '), ('o', 'x', ' ', 'o', ' ', 'x', 'x', ' ', ' '), ('o', 'x', ' ', ' ', ' ', 'x', 'x', 'o', ' '))))
((' ', 'x', 'o', 'o', ' ', 'x', ' ', 'x', ' '), ('w', 1000, ((' ', 'x', 'o', 'o', ' ', 'x', ' ', ' ', ' '), (' ', ' ', 'o', 'o', ' ', 'x', ' ', 'x', ' '), (' ', 'x', 'o', 'o', ' ', ' ', ' ', 'x', ' '))))
(('x', ' ', ' ', ' ', 'o', 'x', 'o', 'x', 'o'), ('t', 1000, (('x', ' ', ' ', ' ', ' ', 'x', 'o', 'x', 'o'), ('x', ' ', ' ', ' ', 'o', 'x', 'o', 'x', ' '), ('x', ' ', ' ', ' ', 'o', 'x', ' ', 'x', 'o'))))
((' ', ' ', ' ', 'o', 'o', 'x', ' ', 'x', ' '), ('w', 1000, ((' ', ' ', ' ', ' ', 'o', 'x', ' ', 'x', ' '), (' ', ' ', ' ', 'o', ' ', 'x', ' ', 'x', ' '))))
((' ', ' ', 'o', 'x', 'o', 'o', 'x', 'x', ' '), ('w', 1000, ((' ', ' ', ' ', 'x', 'o', 'o', 'x', 'x', ' '), (' ', ' ', 'o', 'x', ' ', 'o', 'x', 'x', ' '), (' ', ' ', 'o', 'x', 'o', ' ', 'x', 'x', ' '))))
((' ', 'o', 'o', 'x', 'x', ' ', 'x', ' ', 'o'), ('w', 1000, ((' ', 'o', ' ', 'x', 'x', ' ', 'x', ' ', 'o'), (' ', 'o', 'o', 'x', 'x', ' ', 'x', ' ', ' '), (' ', ' ', 'o', 'x', 'x', ' ', 'x', ' ', 'o'))))
((' ', ' ', ' ', ' ', 'x', 'x', 'o', ' ', ' '), ('w', 1000, ((' ', ' ', ' ', ' ', 'x', ' ', 'o', ' ', ' '), (' ', ' ', ' ', ' ', ' ', 'x', 'o', ' ', ' '))))
(('o', 'x', ' ', 'x', ' ', 'x', ' ', 'o', ' '), ('w', 1000, (('o', 'x', ' ', 'x', ' ', ' ', ' ', 'o', ' '), ('o', 'x', ' ', ' ', ' ', 'x', ' ', 'o', ' '), ('o', ' ', ' ', 'x', ' ', 'x', ' ', 'o', ' '))))
((' ', 'x', ' ', ' ', 'x', ' ', 'o', ' ', 'o'), ('w', 1000, ((' ', 'x', ' ', ' ', 'x', ' ', 'o', ' ', ' '), (' ', 'x', ' ', ' ', 'x', ' ', ' ', ' ', 'o'))))
(('o', 'x', 'x', ' ', ' ', 'x', 'o', 'o', ' '), ('w', 1000, ((' ', 'x', 'x', ' ', ' ', 'x', 'o', 'o', ' '), ('o', 'x', 'x', ' ', ' ', 'x', 'o', ' ', ' '), ('o', 'x', 'x', ' ', ' ', 'x', ' ', 'o', ' '))))
(('x', ' ', ' ', ' ', 'o', 'o', 'x', ' ', ' '), ('w', 1000, (('x', ' ', ' ', ' ', 'o', ' ', 'x', ' ', ' '), ('x', ' ', ' ', ' ', ' ', 'o', 'x', ' ', ' '))))
((' ', 'x', 'x', ' ', 'o', 'o', ' ', ' ', ' '), ('w', 1000, ((' ', 'x', 'x', ' ', ' ', 'o', ' ', ' ', ' '), (' ', 'x', 'x', ' ', 'o', ' ', ' ', ' ', ' '))))
